Time,Room #,Presentation Title,Presenter Name,Session #,Mentor,Mentor Department,Abstract
Feb. 24 1:10-1:30 p.m.,Room 135,Persuasive Processes: Acknowledging Student Agency in Assignment Prompts,Peter  Rampa,21,Josh Welsh,English,"It's easy to overlook the persuasive strategies used in board game instructions. An instruction sheet serves so many practical purposes, after all, that something like clarity might seem a more immediate and sensible metric for assessment. The same is true of assignment sheets in the post-secondary academic setting. Like board game instructions, assignment sheets outline a process for an intended audience to complete. Easy-to-follow instructions are great. Dense instructions are a chore. But the language of board game instructions and assignment sheets can sustain a more critical approach. What are the implicit arguments made by instruction sheets and the processes they describe? Are those arguments rhetorically persuasive? Are the intended audiences addressed as static participants or individuals with agency? Through a rhetorical analysis of Trivial Pursuit board game instructions, this project presents a practical schema for persuasive process design in academic assignment sheets. A key aspect of persuasive process design, particularly in the pedagogical context, is the acknowledgment of student agency. That is, the opportunity for intellectual curiosity and self-directed learning. I argue that the traditional language of assignment sheets often communicate restrictive processes that subordinate participants and therefore inhibit student agency. Early Trivial Pursuit instructions exhibit similar shortcomings. However, due to its reliance on pop culture, Trivial Pursuit has had to continuously revise instruction sheets in order to persuade contemporary audiences. I explore the persuasive strategies used in 30 years’ worth of Trivial Pursuit instructions, and consider how this history might inform the design of academic assignment prompts.     

"
Feb. 24 1:30-1:50 p.m.,Room 135,"Snicker, Snap, and Mutter: A Corpus Survey of Sarcasm in Fiction",Camille  Bello,21,Loretta  Gray,English,"This study aims to determine how sarcasm is communicated in written discourse.  Writing sarcastically is challenging for essentially two reasons: loss of paralinguistic cues, such as behavior and intonation, as a marker, and because sarcasm has no standard grammaticalized form.   Sarcasm is differentiated from irony.  To gather data, a search string was conducted on COCA using the word sarcastically in the category of fiction.  A total of 287 items resulted from the search. The hypothesis was that in addition to the use of the word sarcastically, there would also be additional lexical information present used to convey sarcasm.  It is this information that was analyzed.  Lexical items from this search string were found to fit into nine categories of the proposed quasi-tense “the sarcastive” by author John Haimen, a leading researcher on the topic of sarcasm.  The categories, or sarcasm cues, are as follows: hyperbole, sneers and laughter (out of Context) ironic repetition of fresh talk, flattening, enantiosemantic phrases, hyperformality/register, manner of speaking verbs, repetition, and syntacticization.  It was found that hyperbole was the most frequent cue for sarcasm, followed by flattening, manner of speaking verbs, enantiosemantic phrases, hyperformality, repetition, sneers and laughter (out of context), ironic repetition of fresh talk, and lastly syntacticization.  After a review of the literature, it became quite clear that the study of the pragmatic field of sarcasm is one that is emerging, but that is particularly lacking in clear standards and definitions; conflicting information abounds.   "
Feb. 24 1:50-2:10 p.m.,Room 135,Satire of Religious Education in Lewis Carrolls Wonderland texts ,Cameron Sedlacek,21,Lila Harper,English,"In Alice’s Adventures in Wonderland and Through the Looking-Glass, Lewis Carroll both parodies and satirizes various forms of Victorian religious education. As the son of an Archdeacon of the Church of England and a Fellow at Christ Church College, Oxford, Carroll was very familiar with both religion and education. By parodying various popular religious forms, figures, and texts and associating these with the nonsense of Wonderland, he effectively offers an alternative to the standard, rote forms that dominated nearly all aspects of Victorian education."
Feb. 24 2:10-2:30 p.m.,Room 135,Like Something Out of Stephen King,T.J. Tranchell,21,Liahna Armstrong,English,"In the world of popular American literature, there is arguably no authorial name bigger than Stephen King. Since the release of his first novel Carrie in 1974, there has rarely been a year without a new King book and invariably these books reach the bestseller lists. But Stephen King has not always been a household name. He has not always been America’s boogeyman. In this paper, I will seek to discover how Stephen King became Stephen King. More than just an author, King has become a brand, a subgenre unto himself. King can also be read as text. Like the work he has produced, King is wrought with connections: from text-to-text and author-to-text. King is not only self-referential within works bearing his name, but has referenced himself in books published under a pseudonym, and has even become a character. Like Michel Foucault, I will not be “examining how the author became individualized in a culture like ours…” but rather exploring “the relationship between text and author and with the manner in which the text points to this ‘figure’ that, at least in appearance, is outside it and antecedes it.” "
Feb. 24 1:10-1:30 p.m.,Room 137A,College Students' Perception of Rape,Laura Gutierrez,22,Marte Fallshore,Psychology,College students are the biggest population that experiences rape situations and has the biggest population that accepts and endorses rape myths overall. The purpose of this study was to ask college students their perceptions of rape depending on the gender of the perpetrator and whether or not the victim (who is under the influence of alcohol) repeatedly says “no” to the perpetrator. Participants rated the severity of the assault and had the option of saying the assault was not a crime in order to investigate whether college students realize that having sex with an intoxicated person is rape even if they don’t say no. The results demonstrated that the rape involving a female victim was rated more severely than when the rape victim was a male. The results also demonstrated that when the intoxicated victim said “no” the rape scenario was rated more severely than when the intoxicated victim said nothing. Implications of these results are discussed.
Feb. 24 1:30-1:50 p.m.,Room 137A,Exercise Motivations of Older Adults,Laura J. Attaway,22,Jeff Penick,Psychology,This study examined and compared the exercise motivations of older adult competitive athletes (CA) and non-competitive fitness exercisers (NCF). The findings show the strongest motivating factor for both these groups was that of enjoyment. Health ranked high for both groups. Competition as motivation ranked high for the CA and was not significant for the NCF group. The motivation of stress management ranked evenly across both groups. Social recognition ranked lowest in both groups with the NCF group displaying the lowest score. The number of participants for this present research was 103.
Feb. 24 1:50-2:10 p.m.,Room 137A,Evaluating the Efficacy of an 8-week Therapeutic Horsemanship Program with PTSD- and TBI-experiencing Military Servicepersons,Gina DeNoble,22,Susan Lonborg,Psychology,"The purpose of this research is to evaluate the efficacy of the 8-week therapeutic horsemanship program currently being carried out by the Professional Association of Therapeutic Horsemanship International (PATH)-certified 501(c)(3) nonprofit organization Rainier Therapeutic Riding. Participants in this program were military servicemen and -women stationed at Joint Base Lewis McChord. Many of these participants were recruited by their occupational and other military therapists; other participants were recruited directly by Rainier Therapeutic Riding via word-of-mouth and promotional materials. All direct identifiers will be removed from this archival data; participants’ responses and general rider category will remain completely anonymous. Several hundred individuals have participated in this program, to date. The therapeutic horsemanship program, itself, entails eight weekly sessions wherein the military servicemen and -women interact with, and eventually ride, one horse with which they develop a relationship focused on mutual trust. A PATH-certified instructor, in compliance with PATH procedures and guidelines for safe and effective therapeutic horsemanship facilitation, guides each participant through his or her weekly protocol. For analytical purposes, the participants will be divided based upon their general rider category: Posttraumatic Stress Disorder (PTSD) or Traumatic Brain Injury (TBI). Any specific medical information, including specific clinical diagnoses (e.g., DSM 5 or ICD10) given by medical personnel will not be included in the archival data set provided to this researcher. Variables such as self-reported general anxiety, mood, and physical pain (as measured by three simple Likert scales) will be compared both before and after each therapeutic horsemanship session, and between participants in the two rider categories."
Feb. 24 2:10-2:30 p.m.,Room 137A,The Effects of Detail and Valence on False Beliefs in Lies ,Danielle Polage,22,Danielle Polage,Psychology,"This study examined the effects of lying on the liar’s memory for the truth. Participants filled out a Life Events Inventory that asked them to rate the likelihood that various events had happened to them before age 10. Participants were interviewed by the experimenter and prompted to either lie or tell the truth about several positive and negative valence events. Participants were told to claim an event was true when prompted with the question “Tell me about the time you…” and to deny an event when prompted with the question “How do you know you never…?”.  Participants lied by claiming non-experienced events had happened to them.  During the interview participants created narratives about the events and attempted to convince the experimenter that their stories were true.  Half of the participants were asked follow-up questions asking for additional details of the event.  Participants later filled out a second Life Events Inventory online and the change score between the pre- and post- lie manipulation was calculated. The results showed that participants inflated their belief in the lied about events as compared to controls.  Overall there was no effect of valence; however, there was a significant interaction between valence and level of detail elicited, in that positive detailed lies and negative lies without details were more likely to be believed.   These results demonstrate that lying can influence memory for the truth and that providing details differentially affects participants’ memories for positive and negative lies. The potential application of these results will be discussed."
Feb. 24 1:10-1:30 p.m.,Room 137B,Will Improved Assembly Approaches Lead to Improved Biological Inferences?,Olivia Kleyn,23,Linda Raubeson,Biological Sciences,"The ability to determine the DNA sequences of genomes has provided an excellent source of data for biological studies. Next generation sequencing (NGS) techniques, have expanded our ability to determine genome sequences as they are relatively inexpensive; however they are potentially less accurate due to the read length being shorter than in first generation techniques, giving a higher probability of incorrect assemblies. The short NGS reads must be assembled into genome sequences and computer programs to do this work are improving all the time. The goal of my work is to analyze the impact of those changes on chloroplast genome assembly and see if they can lead to improved biological inferences. To do this we compared chloroplast assemblies of genomes from NGS data for six species within Araucariaceae: Wenbin Mei analyzed these data using the assembly methods available in 2010; we have reanalyzed these reads using newer assembly techniques in combination with a new tool to remove nucleotides of low quality. The assemblies we made were compared both to each other and to Wenbin’s assemblies. We found that all of our new methods returned a greater percentage of the genome than the earlier methods. In addition, our methods showed improvement in numerous other statistics used to characterize assemblies. Once the best of the new methods has been determined, that method will be applied to the additional 20 species of Araucariaceae for which NGS data are available, and biological analyses will be conducted and compared to Wenbin’s results. "
Feb. 24 1:30-1:50 p.m.,Room 137B,The Genetic and Epigenetic Basis of Trichome Production in <i>Mimulus guttatus</i> (Yellow monkeyflower),Sam Neuffer,23,Alison Scoville,Biological Sciences,"Trichomes are sticky leaf hairs that protect <i>Mimulus guttatus</i> (Yellow monkeyflower) from insect herbivory. Trichome production is plastic, meaning plants produce more trichomes on new leaves in response to damage. Progeny of damaged mothers show increased trichome production even without damage, a phenomenon known as epigenetic inheritance. The genes and developmental pathways involved in <i>Mimulus</i> trichome production are not well understood. Constitutive trichome production and plasticity in response to damage was measured in two populations selected for high baseline trichome production and in two control populations. Plants in the selected populations showed significantly higher baseline trichome production.  They also showed decreased plasticity, which is in accordance with optimal defense theory.  Pooled DNA samples from each population were sequenced using next-generation sequencing technology and the data analyzed to find regions of the genome associated with trichome production. Multiple regions of the chromosomes showed response to selection for high trichomes, which is indicative of polygenic inheritance.  These regions are concordant with the results of a related quantitative trait loci (QTL) mapping analysis.  Epigenetic inheritance will be measured in future experiments. Understanding the genetics of an ecologically relevant trait not only provides greater understanding of how organisms interact with biotic factors in their environment, but it also provides more information on an emerging model organism."
Feb. 24 1:50-2:10 p.m.,Room 137B,The Invasive Plant Spotted Knapweed Exudate ()-Catechin Inhibits Native Grass Root Growth,Ian  Seiler,23,Clay Arango,Biological Sciences,"Invasive plants decrease native plant diversity and alter ecosystem structure and function, and controlling their spread represents a significant cost to taxpayers. Most exotic species are not invasive in their native range, so successful invasive management requires understanding the biological mechanisms that allow exotic plants to gain advantage over native plants and become invasive. The Novel Weapons Hypothesis postulates that exotic plant exudates, compounds released from plant roots, have an allelopathic effect on native plants that reduces their fitness and decreases their ecological success.  The allelopathic compounds could thus allow an exotic plant to become a superior competitor over native species and reach invasive status. Spotted knapweed (<i>Centaurea stoebe</i>), an introduced European annual, produces the racemic chemical (±)-Catechin, which has allelopathic qualities on the native grass Idaho Fescue (<i>Festuca idahoensis</i>), though the severity of the allelopathy is contentious and uncertain.  Much research has focused on extreme (±)-Catechin concentrations unlikely to be found in nature, but instead, we tested the dose-dependent effects of environmentally relevant (±)-Catechin concentrations on root growth of Idaho Fescue.  Using germination paper, three replicates of one hundred-twenty Idaho Fescue seeds were placed into rows and grown in (±)-Catechin solution concentrations of 20 ppm and 80 ppm. Catechin was found to significantly inhibit root growth in both concentrations compared to control solutions of water (t-test, p<0.05). This finding supports the Novel Weapons Hypothesis by offering evidence of Spotted Knapweed’s allelopathic nature at environmentally relevant (±)-Catechin concentrations, and it offers insight into proactive invasive plant management."
Feb. 24 2:10-2:30 p.m.,Room 137B,Elucidating the Hormonal Regulation of the Claudin Genes in Ovarian Cells,Sean Gadson,23,April Binder,Biological Sciences,"Protein structures called tight junctions adjoin neighboring cells together forming a selective barrier. This barrier separates cellular sheets in a way that allows them to be distinct from other areas of the body. Claudin proteins within these complexes help form and maintain these tight junctions. Prior research suggests that altered regulation of the claudin genes may contribute to the development of diseases in the tissues where they are expressed. An increase in the transcription of a select few claudin genes in ovarian tissues has been observed in estrogen receptor alpha knockout mice. These mice have ovarian phenotypes similar mouse models of polycystic ovarian syndrome (PCOS). PCOS patients have also been shown to have a greater propensity for the development of ovarian cancer. The ovaries of ovarian cancer patients overexpress a subset of the claudin genes. Normally, these genes are not expressed in a healthy ovary, however in disease states they become expressed. Despite these findings, the regulation of the claudin genes in the ovaries has remained largely unexplored. Using a human ovarian cell line, SKOV-3, this study seeks to characterize the hormonal regulation of the claudin genes in the ovary. Ovarian cells will be treated with testosterone, to mimic the excess testosterone reported in PCOS patients. The expression of claudins 3, 4, 7, and 11 will be measured by quantitative reverse-transcriptase PCR in the ovarian cells. This research may shed light on the expression of these genes in PCOS disease states."
Feb. 24 1:30-1:50 p.m.,Room 140,Studies on the Mechanisms of Forced Transport of Dye through Solution Modifications to a Polymerized Surface,James Siegenthaler,24,Dion Rivera,Chemistry,"The design and implementation of a controlled macromolecular chemical transport system could greatly advance switchable chemical reactions. To better understand the mechanisms for a switchable macromolecular transport system, preliminary work has been completed that studies the transport of bromothymol blue (BB) facilitated by cetylpyridinium bromide hydrate (CPBM) to a silica surface that has been modified with Poly(styrene-co-maleic anhydride), a pH switchable polymer. Ultraviolet spectroscopic trials were conducted measuring the absorbance of BB and CPBM at two pH levels, while holding BB at a constant 1x10<sup>-5</sup>M, varying CPBM between 1 and 10x10<sup>-5</sup>M. Under acidic conditions at pH 3.5, BB and CPBM were attracted to the silica surface, however CPBM had a lower surface concentration, varying from 0.7 to 1.7 times lower. Additionally as the concentration of CPBM was increased, the time to surface of the BB and CPBM also increased by doubling in time at an 8 fold concentration increase. Under basic conditions at pH 9.5, initial attraction of the BB was observed to the silica surface above a concentration of 3x10<sup>-5</sup>M however; as CPBM concentration increased at the surface, the BB concentration decreased. A concentration of 4.5x10<sup>-5</sup>M of CPBM was needed before a low concentration of BB would remain on the silica surface. Further work is to be completed by investigating the reversibility of BBs attraction/repulsion to the silica surface using polyelectrolytes as vehicles of removal as well as further work done on the effect of surface coverage of the bound polymer on the silica surface."
Feb. 24 1:50-2:10 p.m.,Room 140,Kinetic Characterization of an Indicating Indigotetrasulfonate Ink,Becca Hoene,24,Dion Rivera,Chemistry,"Indicator inks, or inks that change color, are important for insuring that the packaging of food products and sterile medical equipment has not been compromised. Through their use people are able to visually determine by a color scale whether products have reached their expiration date, or in the case of medical equipment, if the seal to keep the components sterile has been broken and it is therefore no longer safe to use. The goal of this study is to determine the kinetic rate of decay for an indigotetrasulfonate ink through the use of fluorescence spectroscopy. After the kinetics of the system are known, the amount of ink needed for a specific period of time will be able to be determined. As the ink used in this study is oxidized, it changes color from yellow to blue, creating a decrease in fluorescence as it is excited at a wavelength of 520 nm. The rate of ink decay was measured at five different temperatures (room temperature, 30°C, 40°C, 50°C and 60°C) for dilutions of 1:500 and 1:1000 ink to water over a period of three hours. A decrease in emissions was seen as time progressed for each separate sample, and the rates increased along with the temperature."
Feb. 24 2:10-2:30 p.m.,Room 140,Total synthesis of clavatadine A analogs to produce a viable reversible inhibitor for factor XIa,Christopher Malmberg,24,Stephen Chamberland,Chemistry,"Cardiovascular disease has quickly become a major health concern in the United States, with numerous citizens dying from cardiovascular disease each year. Older medications, while effective against cardiovascular disease, are problematic to prescribe. A recently isolated natural product, clavatadine A, selectively inhibits human blood coagulation factor XIa. As a result, the synthesis and biological testing of clavatadine A and synthetic clavatadine A analogues that selectively inhibit factor XIa would represent a new direction in cardiovascular disease research. A potent and selective factor XIa inhibitor has the potential to be a safer replacement for current anticoagulants, such as Warfarin.  We recently completed the first total synthesis of clavatadine A and will use our general approach to prepare several synthetic clavatadine A analogues. Clavatadine A binds irreversibly to the active site of factor XIa; therefore, we hope to design a selective, reversible factor XIa inhibitor. We hope to improve the effectiveness of clavatadine A as a potential treatment of blood clotting disorders by modifying its structure to make it a reversible inhibitor. First, we will create four analogues of clavatadine A that we believe will be less likely to form a covalent bond with Ser-195 in the active site of factor XIa, then test the binding activity and selectivity of each analogue toward factor XIa.  Phase two will involve creating additional analogues based off of the strongest and most selective reversibly binding analogue from phase one to further improve the effectiveness of the molecule as a potential factor XIa inhibitor."
Feb. 24 1:10-1:30 p.m.,Room 201,Measurement of motor drive characteristics for automobile application,Elizabeth Tiffany,25,Lad Holden,"Engineering Technologies, Safety, & Construction","Due to environmental concerns and goals to reduce dependency on foreign oil, regulations of automobile fuel economy have been strengthened. As a result, the market demand for efficient vehicles is growing and automakers are tasked with making improvements to engine fuel efficiency in the industry. Under these circumstances, the mechanical parts in the automobile industry are being replaced by electronic methods. The main idea of the electric vehicle is to reduce the engine size and power for fuel consumption and meet the necessary energy from the carbon-free energy sources. Power is transferred electrically instead of mechanically from energy sources to the wheels to reduce the loss of energy. Research has been concerned with various characteristics of motor drive options for selection in electric vehicles (EV) or hybrid electric vehicles (HEV), including torque, speed, energy efficiency and cost. The most common motors used in industrial application of hybrid electric vehicles and electric vehicles are: induction, permanent magnet synchronous, switched reluctance, and brushed and brushless DC motors. The intention of this project is to create a method for analysis of speed-torque profiles of various microcontroller-controlled motor drives, allowing for comparison and selection for application for future cross-departmental student collaborations. "
Feb. 24 1:30-1:50 p.m.,Room 201,Implementations of cyclic coordinate descent (CCD) algorightm for inverse kinematic models,Ian Anderson,25,Nathan  Davis,"Engineering Technologies, Safety, & Construction","The cyclic coordinate descent (CCD) algorithm is well established for use in numerically determining solutions to the inverse kinematics of manipulators.  This algorithm uses progressive numerical approximations of the forward kinematic model to determine a set of joint parameters that satisfies the specified position and orientation of the end effector.  This provides an easily implementable approach to solving the non-linear inverse kinematics. This paper presents the implementation of the CCD algorithm for the Mitsubishi MELFA RV-6SD Industrial Robot.  The paper provides code samples to illustrate how to develop and implement the forward kinematics model commercially available numerical computing software.  It then demonstrates the application and development of the CCD algorithm from the forward kinematics.  Finally, the paper illustrates how to use the CCD algorithm to linearly interpolate between points within the workspace. This paper provides an introduction to the forward kinematics using the D-H parameters and its application to inverse kinematic problems.  The paper does not address issues involving singular solutions, system dynamics or workspace restrictions within the reachable space. The paper presents a series of examples that are used to develop conceptual understanding in the students.  These examples are progressively constructed so that the students are re-enforcing previous concepts with each project within the course.   "
Feb. 24 1:50-2:10 p.m.,Room 201,Kids in Construction (KIC): An Introduction of STEM Related Careers in Construction Management,Warren Plugge,25,Warren Plugge,"Engineering Technologies, Safety, & Construction","There is a growing need for Science, Technology, Engineering and Mathematic (STEM) related jobs all around the world. Students from all areas of Washington were brought to Central Washington University’s Construction Management program funded by the MOSAIC GEAR-UP program to be engaged in a three day camp. KIC introduced forty middle aged students (ages 6th to 9th grade) to the basic elements of what real constructors are engaged in on a daily basis. Students in the camp were introduced to large heavy equipment at the Ellensburg Operators Training Facility, shown a building in the process of being constructed on the CWU campus, built coffee 2 coffee houses in teams provided by the Associated General Contractors of America (AGC), constructed concrete pavers by mixing and placing concrete into forms and built and tested balsa wood bridges to test the students’ engineering skills. These activities tested the students’ management, communication and teamwork skills, provided a hands on environment to expose students to the means and methods of construction materials and processes, methods and equipment and tested students’ engineering and mathematical skills.  A central focus of this project was to expose students to an area related to STEM which showcases the basic learning elements commonly found in Construction Management education and related jobs to students at an early age. This research will present on how the curriculum was developed, presented and provide a commentary on future areas of research related to the KIC camp."
Feb. 24 2:10-2:30 p.m.,Room 201,Active Learning & Industry Collaboration: Bringing the Real World into the Classroom,David Martin,25,Phillip Plugge,"Engineering Technologies, Safety, & Construction","Building Information Modeling (BIM) is gaining mainstream acceptance in the construction industry. Construction Management educators at Central Washington University have struggled to successfully implement BIM into the curriculum. However, the construction of the Sciences Building Phase II on Central Washington University’s campus and the aid of an industry partner provided an outstanding opportunity for the students in the Construction Management program to develop their BIM knowledge. The industry partner aiding this effort is contracted to construct the building and developed a BIM for their own project management efforts. The faculty and the industry partner created an active learning BIM workshop and provided the students with the knowledge and skills to manipulate an existing BIM and create a 4D schedule using NAVISWORKS. Students were teamed together and tasked with creating a 4D schedule for the concrete forming, re-steel, placing, and finishing of the building. The teams presented their plans to the industry partner and their fellow students and were evaluated accordingly. Upon completion of the presentations, the industry partner presented his schedule giving students time to reflect on their respective approaches. The active learning opportunities and outcomes of creating and implementing a BIM workshop are presented."
Feb. 24 1:10-1:30 p.m.,Room 271,Tibetan macaque bridging behavior,Grant Clifton,26,Lene Pedersen,Anthropology & Museum Studies,"This presentation includes a short expository documentary that contributes to our understanding a behavior that occurs in Tibetan macaques (<i>Macaca thibetana</i>) known as bridging, and presents visual data on the behavior. Bridging is a complex interaction in which two individuals lift an infant between one another and lick the infant’s genitals. The behavior is affiliative, and among males, it is believed to function as a buffer to prevent aggression from dominant individuals. However, bridging is still understudied, and although all age and sex classes engage in bridging, past research has primarily focused on bridging between males. Furthermore, few visual depictions of the behavior exist outside of academic journals. During August-September 2014, I conducted and visually documented a study on female bridging at The Valley of the Wild Monkeys near Huangshan, China, which identified differences between female and male bridging. The documentary around which my presentation is built introduces Tibetan macaques, explains bridging behavior, and summarizes hypotheses on its functionality. Additionally, I describe the gaps that my research fills, and conclude with ideas for future research--all with rich visual depiction."
Feb. 24 1:30-1:50 p.m.,Room 271,<p><i>theatre people</i>: representing live artists and radical hope</p>,Chelsea Roberts,26,Lene Pedersen,Anthropology & Museum Studies,"<p><i>theatre people</i> is a visual project which attempts to represent a radical point of view for a non-specialist audience. I explore the changing role of the performing arts as a vehicle for social change by contrasting conversations with Millenial-aged theatre students and interviews with Living Theatre founder, Judith Malina. Now 88 years old, Malina has been jailed under a brutal dictatorship in Brazil, on the front lines of political theatre in Gaza, Berlin, and Prague, and has contributed invaluably to the culture of American and global performance through anarchist, anti-capitalist performance practices. This short doc creates a conversation with and between these generations of artists, and it is a project which has generated more hope than I expected. I have not employed the traditional expository style. Due to the subject matter an authorial voice seemed out of the question. The film thus utilizes collage aesthetics as a way to represent the collective style of the Living Theatre, and the collaborative nature of theatre-making."
Feb. 24 1:50-2:10 p.m.,Room 271,Biking in the Burg,James King,26,Lene Pedersen,Anthropology & Museum Studies,"This short film focuses on the sport and recreation of mountain biking in and around the Ellensburg area. Through interviews and visual imagery of mountain biking, the film explores the motives behind mountain biking, provides a glimpse into a unique and growing subculture, and offers insight into the positive impacts that biking can have on a personal, community, and worldwide scale. Hands-on footage was collected using a mounted camera, and the images and interviews were collected using a handheld camera. The intention of the film is to expose the audience to the subculture, as well as widen their perspectives on the sport, the environment, and human interactions with nature and each other."
Feb. 24 2:10-2:30 p.m.,Room 271,Reflections of Colonialism in Algeria: An Analysis of Four Films,Jordan Talbot,26,Lene Pedersen,Anthropology & Museum Studies,"In this paper, I analyze the representation of French-Algerian relations in four French-language films: The Battle of Algiers, Intimate Enemies, Of Gods and Men, and Outside the Law. Each of the films explores the dynamic between the colonial presence of France in Algeria and the native population. The films present fictionalized versions of true events. For example, Outside the Law features the massacre in Sétif, and Of Gods and Men focuses on the events preceding the 1996 kidnapping of seven Trappist monks by violent radicals in Algeria.Representing the military presence of France seems to be the primary concern of each of the filmmakers. Violent images are the central focus, as three of the four films are set during the Algerian War of Independence. The religious presence of French Catholics is represented more extensively in the film Of Gods and Men. Although the filmmakers represent similar eras, each director shows varying levels of sympathy and disdain for the Algerian National Liberation Front, as well as the contemporaneous French government. The films allow the audience to discover a variety of perspectives on a singular moment of history.

"
Feb. 24 1:10-1:30 p.m.,Room 301,Comics Without Panels: Alternative Approaches to Graphic Storytelling,Jess  Macinko,27,Anne Cubilié,Douglas Honors College,"This presentation will explore historic and contemporary forms of narrative graphic art, with an emphasis on non-panel or loose-panel methods.  By analyzing diverse approaches to graphic narrative, this presentation will explore the potential for a broader, freer comics universe. “Comics are just words and pictures.  You can do anything with words and pictures.”  So said the late graphic novelist Harvey Pekar, extolling the versatility of his chosen medium.  Yet today, most comics and graphic novels are dominated by the “panel and gutter” form, a grid-like division of the page that isolates illustrations within borders of white space.  And while this tried-and-true organizing structure has many strengths, its hegemonic status within the genre precludes the exploration of alternative, equally fertile forms of graphic narrative. Drawing from diverse sources—including Persian miniature painting, naïve art, 1950s pulp/comic hybrids, and contemporary alternative comics—this presentation will identify and analyze alternative methods, and will consider the challenges and rewards of breaching the traditional panel structure."
Feb. 24 1:30-1:50 p.m.,Room 301,The Perils of Command in the British Navy,Claire Hanberg,27,Liahna Armstrong,English,"This is a creative thesis project focusing on leadership in the British Royal Navy during the Napoleonic Era, during which he Navy played an important military role while fostering its own unique society. The mystique and romance that surrounds the Royal Navy often clashes with equally held notions of a brutal and unforgiving institution of war, two extremes that must be navigated to seek an accurate picture of the Navy and British society of this period. My research will explore naval structures including promotion, command, discipline, society, and shipboard life, among other things. I have studied primary source documents, secondary research, and other works of naval fiction set during this era. The research involved in this project will culminate in a piece of short historical fiction focusing on a First Lieutenant in the British Royal Navy. The Lieutenant faces a dilemma of ethics and of duty – his ship is on the eve of battle, and his Captain is unfit to command. The Lieutenant is compelled to act against his Captain to spare the crew, but must consider that doing so will invite a court martial, and likely his death. The climax of the story will be the Lieutenant’s decision about what action to take against the Captain and how he justifies it. The story will raise questions about duty, honor, and personal sacrifice. My presentation will also highlight my creative process and experience as an author of historical fiction attempting to produce an accurate and engaging story."
Feb. 24 1:50-2:10 p.m.,Room 301,The Missing Meditatio: Leonhard Eulers (1707 1783) contribution to articulatory phonetics,Olivia Hirschey,27,Dominic Klyve,Mathematics,"This is an interdisciplinary research project combining the history of mathematics and linguistics. The work describes the contributions of Leonhard Euler (1707–1783), the 18th- century physicist and mathematician, to the fields of articulatory and experimental phonetics.  First, the authors provide evidence for Euler’s role in establishing the St. Petersburg Academy prize of 1780. Next, they consider a short and posthumously published work of Euler, the Meditatio de formatione vocum. It is shown that the Meditatio represents an early attempt to compare vowels in several languages, and includes a two-dimensional classification of vowels which anticipates in many ways the International Phonetic Alphabet vowel chart."
Feb. 24 2:10-2:30 p.m.,Room 301,The Guiding Factor: Music In American Cinema,Jordan Vidmore,27,Anne Cubilié,Douglas Honors College,"In this presentation, I examine the ways in which music has been incorporated into some of Americas best, and worst, films and the effect this has had on the viewers perception of the story. Through consideration of the diegetic and non-diegetic use of music in film, case studies of the relation of human nature to music, and the association between the musical, dialogical, and visual elements of film in the cognitive framework I argue that music has a guiding factor in the viewers perception of the visual and dialogical elements of the film. In the words of director Steven Spielberg, “[T]he eye sees better when the sound is great.”?"
Feb. 24 1:10-1:30 p.m.,Ballroom A,Crossroads Recording Project: Orchestral Mentoring Program,Ryan Anderson,28,Todd Shiver,Music,"The purpose of creating ""Crossroads"" is to collaborate with the phenomenal theatre talent of Seattle, to create a recording of where I am now as a artist/performer, to give back to the education programs that got me to where I am today and to offer the world a new version of classic showtunes in an artistic format that is tangible to my scholastic endeavors in my major of musical theatre. The idea of “crossroads” acts as the motif for this project, to inform many of the artistic perspectives of the characters in each of these pieces. Not only will many characters intersect lives in this recording, but also all of the artists will cross paths to collaborate with each other when they all intersect together to create this artistic expression. With the profits of the sales of the album, a portion of funds will go back to the theatre education programs in Seattle (5th Avenue Rising Star Project and Northwest Choirs) and to Broadway Cares/Equity Fights AIDS. In my scholastic work, the exploration into these songs each develops a different moment, decision or conflict between the characters involved. From this project there will be an established analysis about producing a successful artistic piece of work through collaborating with other artists on a vision, developing different artistic talents in the studio and learning how to nurture a learning process in a high stress environment of a professional recording studio."
Feb. 24 1:30-1:50 p.m.,Ballroom A,Inspiration and Expression: How Language Revealed My Music,George Barker,28,Laurie Moshier,World Languages,"This project is a musical response to a simple class assignment.  Second-year German students were asked to analyze the syntactic and semantic elements of the poem Vergnügungen by German poet Bertolt Brecht. Following their analysis students were asked to write their own poem; maintaining the form but not the content of the original Brecht poem.  Through the poems, which speak of the pleasures of life, the viewer can observe the expression of diverse character traits, as well as common themes through each poem.  When viewed collectively the poetry exhibits the development of an individual through various stages in life. This observation formed the basis for a musical project, taking the spirit of the poetry and translating it into musical form. Specifically, the piece draws from three of the poems that were representative of the whole body of poetry.  Each poem exhibited characteristics peculiar to three phases of life: childhood, adolescence, and adulthood.  The composition, drawing from the language of the poems, produces an auditory likeness of the development of an individual from youth through adolescence, to adulthood, emphasizing the differences in each stage through tempo and mode (i.e. Shifting from major key to minor) While illustrating the differences in each phase of life, the piece emphasizes the unchanging and eternal aspects of an individual’s character through the use of repetition in chord structure and thematic development.  The author will give an oral presentation of the project, and follow with a performance on the piano of the resulting piece."
